inspection_id,timestamp,batch_id,product_id,expected_allergens,extracted_allergens_ocr,ocr_raw_text,inspection_status,discrepancy_note
OCR-9011,2026-09-01 16:29:00,BAT-5003,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9012,2026-09-01 07:14:00,BAT-5004,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9013,2026-09-01 07:52:00,BAT-5004,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9014,2026-09-01 08:57:00,BAT-5004,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9015,2026-09-01 12:05:00,BAT-5005,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9016,2026-09-01 11:43:00,BAT-5005,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9017,2026-09-01 10:53:00,BAT-5005,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9018,2026-09-01 11:18:00,BAT-5005,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9019,2026-09-01 15:53:00,BAT-5006,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9020,2026-09-01 16:17:00,BAT-5006,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9021,2026-09-01 15:18:00,BAT-5006,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9022,2026-09-01 17:23:00,BAT-5007,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA,AVELLANA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA, AVELLANA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9023,2026-09-01 18:57:00,BAT-5007,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA,AVELLANA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA, AVELLANA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9024,2026-09-01 18:09:00,BAT-5007,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA,AVELLANA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA, AVELLANA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9025,2026-09-01 07:57:00,BAT-5008,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9026,2026-09-01 06:50:00,BAT-5008,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9027,2026-09-01 06:38:00,BAT-5008,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9028,2026-09-01 06:43:00,BAT-5008,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9029,2026-09-01 06:55:00,BAT-5008,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9030,2026-09-01 10:51:00,BAT-5009,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9031,2026-09-01 13:07:00,BAT-5009,PROD_05,"GLUTEN,CACAHUETE,SOJA",,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: . Conservar en lugar fresco.",FAIL_OCR_UNREADABLE,Error de lectura OCR: Código de barras o texto borroso.
OCR-9032,2026-09-01 12:50:00,BAT-5009,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9033,2026-09-01 12:56:00,BAT-5009,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9034,2026-09-01 10:37:00,BAT-5009,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9035,2026-09-01 17:12:00,BAT-5010,PROD_03,"GLUTEN,LECHE,SOJA","GLUTEN,LECHE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9036,2026-09-01 16:22:00,BAT-5010,PROD_03,"GLUTEN,LECHE,SOJA","GLUTEN,LECHE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9037,2026-09-01 16:46:00,BAT-5010,PROD_03,"GLUTEN,LECHE,SOJA","GLUTEN,LECHE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9038,2026-09-01 14:55:00,BAT-5010,PROD_03,"GLUTEN,LECHE,SOJA","GLUTEN,LECHE","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE. Conservar en lugar fresco.",FAIL_MISSING_ALLERGEN,ALERTA: Faltan alérgenos obligatorios en el texto impreso.
OCR-9039,2026-09-01 16:02:00,BAT-5010,PROD_03,"GLUTEN,LECHE,SOJA",,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: . Conservar en lugar fresco.",FAIL_OCR_UNREADABLE,Error de lectura OCR: Código de barras o texto borroso.
OCR-9040,2026-09-01 06:43:00,BAT-5011,PROD_01,GLUTEN,,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: . Conservar en lugar fresco.",FAIL_MISSING_ALLERGEN,ALERTA: Faltan alérgenos obligatorios en el texto impreso.
OCR-9041,2026-09-01 09:41:00,BAT-5011,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9042,2026-09-01 06:29:00,BAT-5011,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9043,2026-09-01 11:18:00,BAT-5012,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9044,2026-09-01 11:10:00,BAT-5012,PROD_05,"GLUTEN,CACAHUETE,SOJA",,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: . Conservar en lugar fresco.",FAIL_OCR_UNREADABLE,Error de lectura OCR: Código de barras o texto borroso.
OCR-9045,2026-09-01 11:39:00,BAT-5012,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9046,2026-09-01 16:37:00,BAT-5013,PROD_06,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, HUEVO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9047,2026-09-01 18:30:00,BAT-5013,PROD_06,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, HUEVO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9048,2026-09-01 16:49:00,BAT-5013,PROD_06,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE. Conservar en lugar fresco.",FAIL_MISSING_ALLERGEN,ALERTA: Faltan alérgenos obligatorios en el texto impreso.
OCR-9049,2026-09-01 19:08:00,BAT-5013,PROD_06,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, HUEVO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9050,2026-09-01 16:46:00,BAT-5013,PROD_06,"GLUTEN,LECHE,HUEVO","GLUTEN,LECHE,HUEVO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, HUEVO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9051,2026-09-02 06:30:00,BAT-5014,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9052,2026-09-02 06:23:00,BAT-5014,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9053,2026-09-02 06:33:00,BAT-5014,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9054,2026-09-02 11:39:00,BAT-5015,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9055,2026-09-02 10:08:00,BAT-5015,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9056,2026-09-02 12:01:00,BAT-5015,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9057,2026-09-02 10:37:00,BAT-5015,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9058,2026-09-02 13:01:00,BAT-5015,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9059,2026-09-02 15:45:00,BAT-5016,PROD_03,"GLUTEN,LECHE,SOJA","GLUTEN,LECHE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9060,2026-09-02 15:40:00,BAT-5016,PROD_03,"GLUTEN,LECHE,SOJA","GLUTEN,LECHE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9061,2026-09-02 14:08:00,BAT-5016,PROD_03,"GLUTEN,LECHE,SOJA","GLUTEN,LECHE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9062,2026-09-02 07:18:00,BAT-5017,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9063,2026-09-02 06:34:00,BAT-5017,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9064,2026-09-02 08:35:00,BAT-5017,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9065,2026-09-02 09:01:00,BAT-5017,PROD_02,"GLUTEN,SÉSAMO",,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: . Conservar en lugar fresco.",FAIL_OCR_UNREADABLE,Error de lectura OCR: Código de barras o texto borroso.
OCR-9066,2026-09-02 11:35:00,BAT-5018,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9067,2026-09-02 12:39:00,BAT-5018,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9068,2026-09-02 12:17:00,BAT-5018,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9069,2026-09-02 13:55:00,BAT-5019,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA",,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: . Conservar en lugar fresco.",FAIL_OCR_UNREADABLE,Error de lectura OCR: Código de barras o texto borroso.
OCR-9070,2026-09-02 15:02:00,BAT-5019,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA. Conservar en lugar fresco.",FAIL_MISSING_ALLERGEN,ALERTA: Faltan alérgenos obligatorios en el texto impreso.
OCR-9071,2026-09-02 15:51:00,BAT-5019,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA,AVELLANA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA, AVELLANA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9072,2026-09-02 16:17:00,BAT-5019,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA,AVELLANA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA, AVELLANA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9073,2026-09-02 06:44:00,BAT-5020,PROD_01,GLUTEN,,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: . Conservar en lugar fresco.",FAIL_MISSING_ALLERGEN,ALERTA: Faltan alérgenos obligatorios en el texto impreso.
OCR-9074,2026-09-02 06:56:00,BAT-5020,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9075,2026-09-02 06:50:00,BAT-5020,PROD_01,GLUTEN,GLUTEN,"INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9076,2026-09-02 15:01:00,BAT-5021,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9077,2026-09-02 13:41:00,BAT-5021,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9078,2026-09-02 11:55:00,BAT-5021,PROD_05,"GLUTEN,CACAHUETE,SOJA","GLUTEN,CACAHUETE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, CACAHUETE, SOJA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9079,2026-09-02 19:24:00,BAT-5022,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA,AVELLANA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA, AVELLANA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9080,2026-09-02 18:15:00,BAT-5022,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA. Conservar en lugar fresco.",FAIL_MISSING_ALLERGEN,ALERTA: Faltan alérgenos obligatorios en el texto impreso.
OCR-9081,2026-09-02 17:47:00,BAT-5022,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA,AVELLANA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA, AVELLANA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9082,2026-09-02 18:15:00,BAT-5022,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA,AVELLANA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA, AVELLANA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9083,2026-09-02 18:36:00,BAT-5022,PROD_04,"GLUTEN,LECHE,SOJA,AVELLANA","GLUTEN,LECHE,SOJA,AVELLANA","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, LECHE, SOJA, AVELLANA. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9084,2026-09-02 07:17:00,BAT-5023,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
OCR-9085,2026-09-02 06:55:00,BAT-5023,PROD_02,"GLUTEN,SÉSAMO","GLUTEN,SÉSAMO","INGREDIENTES: Harina de trigo, azúcar, aceites vegetales. Contiene: GLUTEN, SÉSAMO. Conservar en lugar fresco.",PASS,Etiqueta conforme. Alérgenos declarados y resaltados.
